bridge_rule,slr_ft,metric,value,unit,universe,population_count_type,reference_value,delta
approach,6,cumulative_newly_affected_population,2058681.0,persons,analysis_universe,unique_person,660000.0,1398681.0
retain,0,baseline_status_redundant_blocks,51456.0,blocks,all_blocks,not_applicable,,
retain,0,baseline_status_redundant_population,3714771.0,persons,all_blocks,person_scenario,,
retain,0,baseline_status_redundant_population,3714771.0,persons,all_blocks,unique_person,,
retain,0,baseline_status_fragile_blocks,17747.0,blocks,all_blocks,not_applicable,,
retain,0,baseline_status_fragile_population,2386249.0,persons,all_blocks,person_scenario,,
retain,0,baseline_status_fragile_population,2386249.0,persons,all_blocks,unique_person,,
retain,0,baseline_status_isolated_blocks,143.0,blocks,all_blocks,not_applicable,,
retain,0,baseline_status_isolated_population,15311.0,persons,all_blocks,person_scenario,,
retain,0,baseline_status_isolated_population,15311.0,persons,all_blocks,unique_person,,
retain,0,baseline_status_inundated_blocks,1178.0,blocks,all_blocks,not_applicable,,
retain,0,baseline_status_inundated_population,20155.0,persons,all_blocks,person_scenario,,
retain,0,baseline_status_inundated_population,20155.0,persons,all_blocks,unique_person,,
retain,0,baseline_status_unclassified_blocks,171.0,blocks,all_blocks,not_applicable,,
retain,0,baseline_status_unclassified_population,1847.0,persons,all_blocks,person_scenario,,
retain,0,baseline_status_unclassified_population,1847.0,persons,all_blocks,unique_person,,
retain,0,baseline_fragile_share,0.251036141169814,share,all_blocks,not_applicable,0.247,0.004036141169813989
retain,0,new_fragile_blocks,0.0,blocks,all_blocks,not_applicable,,
retain,0,new_fragile_population,0.0,persons,all_blocks,person_scenario,,
retain,0,new_fragile_population,0.0,persons,all_blocks,unique_person,,
retain,0,new_isolated_blocks,0.0,blocks,all_blocks,not_applicable,,
retain,0,new_isolated_population,0.0,persons,all_blocks,person_scenario,,
retain,0,new_isolated_population,0.0,persons,all_blocks,unique_person,,
retain,0,new_inundated_blocks,0.0,blocks,all_blocks,not_applicable,,
retain,0,new_inundated_population,0.0,persons,all_blocks,person_scenario,,
retain,0,new_inundated_population,0.0,persons,all_blocks,unique_person,,
retain,1,new_fragile_blocks,5.0,blocks,all_blocks,not_applicable,,
retain,1,new_fragile_population,56.0,persons,all_blocks,person_scenario,,
retain,1,new_fragile_population,56.0,persons,all_blocks,unique_person,,
retain,1,new_isolated_blocks,14.0,blocks,all_blocks,not_applicable,,
retain,1,new_isolated_population,614.0,persons,all_blocks,person_scenario,,
retain,1,new_isolated_population,614.0,persons,all_blocks,unique_person,,
retain,1,new_inundated_blocks,113.0,blocks,all_blocks,not_applicable,,
retain,1,new_inundated_population,4853.0,persons,all_blocks,person_scenario,,
retain,1,new_inundated_population,4853.0,persons,all_blocks,unique_person,,
retain,2,new_fragile_blocks,204.0,blocks,all_blocks,not_applicable,,
retain,2,new_fragile_population,12988.0,persons,all_blocks,person_scenario,,
retain,2,new_fragile_population,12988.0,persons,all_blocks,unique_person,,
retain,2,new_isolated_blocks,379.0,blocks,all_blocks,not_applicable,,
retain,2,new_isolated_population,34433.0,persons,all_blocks,person_scenario,,
retain,2,new_isolated_population,34433.0,persons,all_blocks,unique_person,,
retain,2,new_inundated_blocks,312.0,blocks,all_blocks,not_applicable,,
retain,2,new_inundated_population,17435.0,persons,all_blocks,person_scenario,,
retain,2,new_inundated_population,17435.0,persons,all_blocks,unique_person,,
retain,3,new_fragile_blocks,478.0,blocks,all_blocks,not_applicable,,
retain,3,new_fragile_population,41683.0,persons,all_blocks,person_scenario,,
retain,3,new_fragile_population,41683.0,persons,all_blocks,unique_person,,
retain,3,new_isolated_blocks,1206.0,blocks,all_blocks,not_applicable,,
retain,3,new_isolated_population,151594.0,persons,all_blocks,person_scenario,,
retain,3,new_isolated_population,151594.0,persons,all_blocks,unique_person,,
retain,3,new_inundated_blocks,1124.0,blocks,all_blocks,not_applicable,,
retain,3,new_inundated_population,86305.0,persons,all_blocks,person_scenario,,
retain,3,new_inundated_population,86305.0,persons,all_blocks,unique_person,,
retain,4,new_fragile_blocks,735.0,blocks,all_blocks,not_applicable,,
retain,4,new_fragile_population,58613.0,persons,all_blocks,person_scenario,,
retain,4,new_fragile_population,58613.0,persons,all_blocks,unique_person,,
retain,4,new_isolated_blocks,1986.0,blocks,all_blocks,not_applicable,,
retain,4,new_isolated_population,238730.0,persons,all_blocks,person_scenario,,
retain,4,new_isolated_population,238730.0,persons,all_blocks,unique_person,,
retain,4,new_inundated_blocks,2823.0,blocks,all_blocks,not_applicable,,
retain,4,new_inundated_population,251397.0,persons,all_blocks,person_scenario,,
retain,4,new_inundated_population,251397.0,persons,all_blocks,unique_person,,
retain,5,new_fragile_blocks,1217.0,blocks,all_blocks,not_applicable,,
retain,5,new_fragile_population,82979.0,persons,all_blocks,person_scenario,,
retain,5,new_fragile_population,82979.0,persons,all_blocks,unique_person,,
retain,5,new_isolated_blocks,3428.0,blocks,all_blocks,not_applicable,,
retain,5,new_isolated_population,353658.0,persons,all_blocks,person_scenario,,
retain,5,new_isolated_population,353658.0,persons,all_blocks,unique_person,,
retain,5,new_inundated_blocks,6400.0,blocks,all_blocks,not_applicable,,
retain,5,new_inundated_population,575301.0,persons,all_blocks,person_scenario,,
retain,5,new_inundated_population,575301.0,persons,all_blocks,unique_person,,
retain,6,new_fragile_blocks,1381.0,blocks,all_blocks,not_applicable,,
retain,6,new_fragile_population,90028.0,persons,all_blocks,person_scenario,,
retain,6,new_fragile_population,90028.0,persons,all_blocks,unique_person,,
retain,6,new_isolated_blocks,6459.0,blocks,all_blocks,not_applicable,,
retain,6,new_isolated_population,641821.0,persons,all_blocks,person_scenario,,
retain,6,new_isolated_population,641821.0,persons,all_blocks,unique_person,,
retain,6,new_inundated_blocks,13551.0,blocks,all_blocks,not_applicable,,
retain,6,new_inundated_population,1328770.0,persons,all_blocks,person_scenario,,
retain,6,new_inundated_population,1328770.0,persons,all_blocks,unique_person,,
retain,1,cumulative_newly_affected_population,5523.0,persons,all_blocks,person_scenario,,
retain,1,cumulative_newly_affected_population,5523.0,persons,all_blocks,unique_person,,
retain,2,cumulative_newly_affected_population,70379.0,persons,all_blocks,person_scenario,,
retain,2,cumulative_newly_affected_population,64856.0,persons,all_blocks,unique_person,,
retain,3,cumulative_newly_affected_population,349961.0,persons,all_blocks,person_scenario,,
retain,3,cumulative_newly_affected_population,279582.0,persons,all_blocks,unique_person,,
retain,4,cumulative_newly_affected_population,898701.0,persons,all_blocks,person_scenario,,
retain,4,cumulative_newly_affected_population,548740.0,persons,all_blocks,unique_person,,
retain,5,cumulative_newly_affected_population,1910639.0,persons,all_blocks,person_scenario,,
retain,5,cumulative_newly_affected_population,1011938.0,persons,all_blocks,unique_person,,
retain,6,cumulative_newly_affected_population,3971258.0,persons,all_blocks,person_scenario,660000.0,3311258.0
retain,6,cumulative_newly_affected_population,2060619.0,persons,all_blocks,unique_person,660000.0,1400619.0
retain,0,baseline_status_redundant_blocks,40439.0,blocks,analysis_universe,not_applicable,,
retain,0,baseline_status_redundant_population,3714651.0,persons,analysis_universe,person_scenario,,
retain,0,baseline_status_redundant_population,3714651.0,persons,analysis_universe,unique_person,,
retain,0,baseline_status_fragile_blocks,14722.0,blocks,analysis_universe,not_applicable,,
retain,0,baseline_status_fragile_population,2385673.0,persons,analysis_universe,person_scenario,,
retain,0,baseline_status_fragile_population,2385673.0,persons,analysis_universe,unique_person,,
retain,0,baseline_status_isolated_blocks,127.0,blocks,analysis_universe,not_applicable,,
retain,0,baseline_status_isolated_population,15311.0,persons,analysis_universe,person_scenario,,
retain,0,baseline_status_isolated_population,15311.0,persons,analysis_universe,unique_person,,
retain,0,baseline_status_inundated_blocks,93.0,blocks,analysis_universe,not_applicable,,
retain,0,baseline_status_inundated_population,20053.0,persons,analysis_universe,person_scenario,,
retain,0,baseline_status_inundated_population,20053.0,persons,analysis_universe,unique_person,,
retain,0,baseline_status_unclassified_blocks,0.0,blocks,analysis_universe,not_applicable,,
retain,0,baseline_status_unclassified_population,0.0,persons,analysis_universe,person_scenario,,
retain,0,baseline_status_unclassified_population,0.0,persons,analysis_universe,unique_person,,
retain,0,baseline_fragile_share,0.265831241761615,share,analysis_universe,not_applicable,0.247,0.018831241761614992
retain,0,new_fragile_blocks,0.0,blocks,analysis_universe,not_applicable,,
retain,0,new_fragile_population,0.0,persons,analysis_universe,person_scenario,,
retain,0,new_fragile_population,0.0,persons,analysis_universe,unique_person,,
retain,0,new_isolated_blocks,0.0,blocks,analysis_universe,not_applicable,,
retain,0,new_isolated_population,0.0,persons,analysis_universe,person_scenario,,
retain,0,new_isolated_population,0.0,persons,analysis_universe,unique_person,,
retain,0,new_inundated_blocks,0.0,blocks,analysis_universe,not_applicable,,
retain,0,new_inundated_population,0.0,persons,analysis_universe,person_scenario,,
retain,0,new_inundated_population,0.0,persons,analysis_universe,unique_person,,
retain,1,new_fragile_blocks,3.0,blocks,analysis_universe,not_applicable,,
retain,1,new_fragile_population,56.0,persons,analysis_universe,person_scenario,,
retain,1,new_fragile_population,56.0,persons,analysis_universe,unique_person,,
retain,1,new_isolated_blocks,13.0,blocks,analysis_universe,not_applicable,,
retain,1,new_isolated_population,614.0,persons,analysis_universe,person_scenario,,
retain,1,new_isolated_population,614.0,persons,analysis_universe,unique_person,,
retain,1,new_inundated_blocks,27.0,blocks,analysis_universe,not_applicable,,
retain,1,new_inundated_population,4853.0,persons,analysis_universe,person_scenario,,
retain,1,new_inundated_population,4853.0,persons,analysis_universe,unique_person,,
retain,2,new_fragile_blocks,160.0,blocks,analysis_universe,not_applicable,,
retain,2,new_fragile_population,12988.0,persons,analysis_universe,person_scenario,,
retain,2,new_fragile_population,12988.0,persons,analysis_universe,unique_person,,
retain,2,new_isolated_blocks,328.0,blocks,analysis_universe,not_applicable,,
retain,2,new_isolated_population,34433.0,persons,analysis_universe,person_scenario,,
retain,2,new_isolated_population,34433.0,persons,analysis_universe,unique_person,,
retain,2,new_inundated_blocks,155.0,blocks,analysis_universe,not_applicable,,
retain,2,new_inundated_population,17435.0,persons,analysis_universe,person_scenario,,
retain,2,new_inundated_population,17435.0,persons,analysis_universe,unique_person,,
retain,3,new_fragile_blocks,381.0,blocks,analysis_universe,not_applicable,,
retain,3,new_fragile_population,41683.0,persons,analysis_universe,person_scenario,,
retain,3,new_fragile_population,41683.0,persons,analysis_universe,unique_person,,
retain,3,new_isolated_blocks,1054.0,blocks,analysis_universe,not_applicable,,
retain,3,new_isolated_population,151594.0,persons,analysis_universe,person_scenario,,
retain,3,new_isolated_population,151594.0,persons,analysis_universe,unique_person,,
retain,3,new_inundated_blocks,758.0,blocks,analysis_universe,not_applicable,,
retain,3,new_inundated_population,86305.0,persons,analysis_universe,person_scenario,,
retain,3,new_inundated_population,86305.0,persons,analysis_universe,unique_person,,
retain,4,new_fragile_blocks,561.0,blocks,analysis_universe,not_applicable,,
retain,4,new_fragile_population,58613.0,persons,analysis_universe,person_scenario,,
retain,4,new_fragile_population,58613.0,persons,analysis_universe,unique_person,,
retain,4,new_isolated_blocks,1642.0,blocks,analysis_universe,not_applicable,,
retain,4,new_isolated_population,238730.0,persons,analysis_universe,person_scenario,,
retain,4,new_isolated_population,238730.0,persons,analysis_universe,unique_person,,
retain,4,new_inundated_blocks,2001.0,blocks,analysis_universe,not_applicable,,
retain,4,new_inundated_population,251366.0,persons,analysis_universe,person_scenario,,
retain,4,new_inundated_population,251366.0,persons,analysis_universe,unique_person,,
retain,5,new_fragile_blocks,897.0,blocks,analysis_universe,not_applicable,,
retain,5,new_fragile_population,82979.0,persons,analysis_universe,person_scenario,,
retain,5,new_fragile_population,82979.0,persons,analysis_universe,unique_person,,
retain,5,new_isolated_blocks,2868.0,blocks,analysis_universe,not_applicable,,
retain,5,new_isolated_population,353658.0,persons,analysis_universe,person_scenario,,
retain,5,new_isolated_population,353658.0,persons,analysis_universe,unique_person,,
retain,5,new_inundated_blocks,4690.0,blocks,analysis_universe,not_applicable,,
retain,5,new_inundated_population,575265.0,persons,analysis_universe,person_scenario,,
retain,5,new_inundated_population,575265.0,persons,analysis_universe,unique_person,,
retain,6,new_fragile_blocks,923.0,blocks,analysis_universe,not_applicable,,
retain,6,new_fragile_population,90028.0,persons,analysis_universe,person_scenario,,
retain,6,new_fragile_population,90028.0,persons,analysis_universe,unique_person,,
retain,6,new_isolated_blocks,5409.0,blocks,analysis_universe,not_applicable,,
retain,6,new_isolated_population,641821.0,persons,analysis_universe,person_scenario,,
retain,6,new_isolated_population,641821.0,persons,analysis_universe,unique_person,,
retain,6,new_inundated_blocks,10301.0,blocks,analysis_universe,not_applicable,,
retain,6,new_inundated_population,1326887.0,persons,analysis_universe,person_scenario,,
retain,6,new_inundated_population,1326887.0,persons,analysis_universe,unique_person,,
retain,1,cumulative_newly_affected_population,5523.0,persons,analysis_universe,person_scenario,,
retain,1,cumulative_newly_affected_population,5523.0,persons,analysis_universe,unique_person,,
retain,2,cumulative_newly_affected_population,70379.0,persons,analysis_universe,person_scenario,,
retain,2,cumulative_newly_affected_population,64856.0,persons,analysis_universe,unique_person,,
retain,3,cumulative_newly_affected_population,349961.0,persons,analysis_universe,person_scenario,,
retain,3,cumulative_newly_affected_population,279582.0,persons,analysis_universe,unique_person,,
retain,4,cumulative_newly_affected_population,898670.0,persons,analysis_universe,person_scenario,,
retain,4,cumulative_newly_affected_population,548709.0,persons,analysis_universe,unique_person,,
retain,5,cumulative_newly_affected_population,1910572.0,persons,analysis_universe,person_scenario,,
retain,5,cumulative_newly_affected_population,1011902.0,persons,analysis_universe,unique_person,,
retain,6,cumulative_newly_affected_population,3969308.0,persons,analysis_universe,person_scenario,660000.0,3309308.0
retain,6,cumulative_newly_affected_population,2058736.0,persons,analysis_universe,unique_person,660000.0,1398736.0
