snapshot_time,branch,head,git_status_clean,manifest_commit,manifest_working_tree_dirty,dirty_checkout_recoverable_from_current_worktree,current_producer_blob,manifest_commit_producer_blob,current_producer_matches_commit,partition_patch_commit,layer_gate_patch_commit,recommended_run_description
2026-08-18T15:28:46.9649806-04:00,codex/downstream-propagation,8c91f5ae7d37119083ee3d12bfcbe98e184171ab,true,27ac074,true,false,046a9878d3bd7e8b1f29f75558bc9c2db63f250f,d0754c8c1e184cb623a2a7bf55723dcae37c0eb8,fcc532b977fcc72629b4af4112168eb10041b0b2,cdbc0f7db1c48c2a86e52140f260cad395e77dc7,fcc532b977fcc72629b4af4112168eb10041b0b2,27ac074_plus_local_changes
