source_cache,source_cache_sha256,requested_layer_positive_cache_present,n_all_edges,stored_bridge_like_gate,n_stored_bridge_like,n_legacy_bridge_like,n_corrected_bridge_like,exposed_edge_count,exposed_share_all_edges,exposed_total_length_m,exposed_osm_way_count,exposed_layer_values,exposed_bridge_tag_present,all_nonmissing_layer_values_numeric,corrected_structure_count,canonical_structure_count,static_structure_fields_match,matched_static_fields,validation_source
data/processed/access/cache/segmentized_edges_fe639d75a84cb809_full_v2.parquet,c084c0750f4539b6679f9703dd8cef676ff18b06869215b653937574fb38c716,false,1856748,legacy_nonzero,12170,12170,10734,1436,0.000773395205,26458.415709483,344,-1,false,true,3482,3482,true,structure_id|landing_node_count|landing_node_ids|total_length_m|highway_classes|n_bridge_edges|n_osm_ways,data/processed/access/edited/della_runs/positive_layer_20260814_approach/bridge_structures_slr_0ft.csv
