comparison,other_arm,slr_ft,variable,differing_blocks_total,invariant_blocks_total,differing_blocks_nonmissing,invariant_blocks_nonmissing,differing_missing_blocks,invariant_missing_blocks,differing_block_weighted_mean,invariant_block_weighted_mean,mean_difference_differing_minus_invariant,differing_block_weighted_median,invariant_block_weighted_median,median_difference_differing_minus_invariant,differing_block_weighted_sd,invariant_block_weighted_sd,pooled_descriptive_sd,standardized_mean_difference,absolute_standardized_mean_difference,abs_smd_band,weighting,inference,source_demographics,source_approach,source_other,smd_definition
approach_vs_intersect,intersect,5,no_vehicle_share,694,67827,690,67487,4,340,0.0660893237236,0.071182589116,-0.00509326539241,0.0362694300518,0.0353378797272,0.000931550324597,0.098007194773,0.0977512482918,0.0978793051924,-0.0520361825455,0.0520361825455,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_intersect,intersect,6,pct_black_nh,681,67840,680,67647,1,193,0.11972234926,0.19666811631,-0.0769457670493,0.0234375,0.0785804816223,-0.0551429816223,0.211968710873,0.254453693801,0.234176660534,-0.328579999705,0.328579999705,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_intersect,intersect,6,pct_hispanic,681,67840,680,67647,1,193,0.537856919829,0.441449849563,0.0964070702656,0.502317741256,0.380038387716,0.12227935354,0.318609493721,0.297055235729,0.30802095916,0.31298866976,0.31298866976,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_intersect,intersect,6,renter_share,681,67840,677,67500,4,340,0.419911994425,0.356913074171,0.0629989202541,0.33868974042,0.296178343949,0.0425113964712,0.303107349218,0.279760763161,0.291667747407,0.215995497666,0.215995497666,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_intersect,intersect,6,log_median_income,681,67840,630,62733,51,5107,11.2730629444,11.2271167507,0.0459461936307,11.2625520224,11.2295540881,0.0329979342893,0.528039749442,0.526318222647,0.527179688759,0.0871547114017,0.0871547114017,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_intersect,intersect,6,pct_age_65plus,681,67840,680,67647,1,193,0.163508729289,0.19153678679,-0.028028057501,0.142362113774,0.156855439642,-0.0144933258681,0.121822178777,0.144117166297,0.13343612866,-0.210048491233,0.210048491233,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_intersect,intersect,6,no_vehicle_share,681,67840,677,67500,4,340,0.0596642084624,0.0712460497172,-0.0115818412548,0.037037037037,0.0353378797272,0.00169915730982,0.0883077029232,0.0978383631543,0.0931949454109,-0.124275422919,0.124275422919,0.10_to_lt_0.20,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,0,pct_black_nh,21,68500,21,68306,0,194,0.110321250614,0.195928652172,-0.0856074015575,0.012671594509,0.0778210116732,-0.0651494171642,0.195569968217,0.254191974461,0.226783125859,-0.377485764134,0.377485764134,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,0,pct_hispanic,21,68500,21,68306,0,194,0.288512256846,0.442456620524,-0.153944363678,0.273029966704,0.381892048752,-0.108862082049,0.105371580032,0.297456951932,0.223140995932,-0.689897268922,0.689897268922,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,0,renter_share,21,68500,21,68156,0,344,0.268160660031,0.357566194508,-0.0894055344771,0.222672064777,0.296675191816,-0.0740031270385,0.286503414227,0.280065181522,0.283302587585,-0.315583190535,0.315583190535,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,0,log_median_income,21,68500,21,63342,0,5158,11.6226606704,11.2274425958,0.395218074596,11.9559111238,11.230615603,0.725295520839,0.596758588454,0.526282183726,0.562624986026,0.702453826994,0.702453826994,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,0,pct_age_65plus,21,68500,21,68306,0,194,0.184794875624,0.19125983456,-0.00646495893628,0.135074626866,0.156573922531,-0.0214992956657,0.0979829649752,0.143950749758,0.12313098672,-0.0525047277579,0.0525047277579,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,0,no_vehicle_share,21,68500,21,68156,0,344,0.0433969976944,0.0711395869489,-0.0277425892545,0.022491349481,0.0353378797272,-0.0128465302462,0.0608633444446,0.097762737851,0.0814306441369,-0.340689792504,0.340689792504,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,1,pct_black_nh,21,68500,21,68306,0,194,0.110321250614,0.195928652172,-0.0856074015575,0.012671594509,0.0778210116732,-0.0651494171642,0.195569968217,0.254191974461,0.226783125859,-0.377485764134,0.377485764134,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,1,pct_hispanic,21,68500,21,68306,0,194,0.288512256846,0.442456620524,-0.153944363678,0.273029966704,0.381892048752,-0.108862082049,0.105371580032,0.297456951932,0.223140995932,-0.689897268922,0.689897268922,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,1,renter_share,21,68500,21,68156,0,344,0.268160660031,0.357566194508,-0.0894055344771,0.222672064777,0.296675191816,-0.0740031270385,0.286503414227,0.280065181522,0.283302587585,-0.315583190535,0.315583190535,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,1,log_median_income,21,68500,21,63342,0,5158,11.6226606704,11.2274425958,0.395218074596,11.9559111238,11.230615603,0.725295520839,0.596758588454,0.526282183726,0.562624986026,0.702453826994,0.702453826994,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,1,pct_age_65plus,21,68500,21,68306,0,194,0.184794875624,0.19125983456,-0.00646495893628,0.135074626866,0.156573922531,-0.0214992956657,0.0979829649752,0.143950749758,0.12313098672,-0.0525047277579,0.0525047277579,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,1,no_vehicle_share,21,68500,21,68156,0,344,0.0433969976944,0.0711395869489,-0.0277425892545,0.022491349481,0.0353378797272,-0.0128465302462,0.0608633444446,0.097762737851,0.0814306441369,-0.340689792504,0.340689792504,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,2,pct_black_nh,15,68506,15,68312,0,194,0.15444975086,0.195911443308,-0.041461692448,0.104886769964,0.0778210116732,0.0270657582911,0.217570630787,0.254187442849,0.236588498752,-0.175248131954,0.175248131954,0.10_to_lt_0.20,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,2,pct_hispanic,15,68506,15,68312,0,194,0.312872383464,0.442437750221,-0.129565366757,0.32972972973,0.381892048752,-0.0521623190224,0.116774835138,0.297450702753,0.225957167058,-0.573406758652,0.573406758652,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,2,renter_share,15,68506,15,68162,0,344,0.284767484597,0.35755466997,-0.0727871853728,0.151785714286,0.296675191816,-0.14488947753,0.340923674912,0.280055548226,0.311977613145,-0.23330900137,0.23330900137,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,2,log_median_income,15,68506,15,63348,0,5158,11.4893604891,11.2275115927,0.26184889641,11.6789905992,11.230615603,0.448374996258,0.664913903906,0.526305007651,0.599627993295,0.436685577288,0.436685577288,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,2,pct_age_65plus,15,68506,15,68312,0,194,0.204682975128,0.191254899685,0.0134280754431,0.22800982801,0.156573922531,0.0714359054785,0.110598231114,0.143945390794,0.128359347647,0.104613148082,0.104613148082,0.10_to_lt_0.20,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,2,no_vehicle_share,15,68506,15,68162,0,344,0.0517592569798,0.0711353046593,-0.0193760476795,0.0222956234517,0.0353378797272,-0.0130422562755,0.0709203509332,0.0977595003115,0.0854008667334,-0.226883501545,0.226883501545,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,3,pct_black_nh,14,68507,14,68313,0,194,0.163235473675,0.195909035833,-0.0326735621584,0.106651658877,0.0778210116732,0.0288306472034,0.223005352989,0.254186361188,0.239104677574,-0.136649615097,0.136649615097,0.10_to_lt_0.20,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,3,pct_hispanic,14,68507,14,68313,0,194,0.31748675883,0.442434907913,-0.124948149083,0.311516135073,0.381892048752,-0.0703759136795,0.116847481735,0.297449673381,0.225975266547,-0.552928428816,0.552928428816,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,3,renter_share,14,68507,14,68163,0,344,0.303760498754,0.357549701154,-0.0537892024005,0.173407197487,0.296675191816,-0.123267994329,0.344639446218,0.280056691183,0.314012816749,-0.171296200446,0.171296200446,0.10_to_lt_0.20,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,3,log_median_income,14,68507,14,63349,0,5158,11.3942146029,11.2275367531,0.166677849797,11.5258842738,11.230615603,0.295268670771,0.675210124387,0.526314382251,0.605357555928,0.275337853083,0.275337853083,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,3,pct_age_65plus,14,68507,14,68313,0,194,0.20653400546,0.191254716903,0.0152792885565,0.207904435536,0.156573922531,0.0513305130046,0.121128532333,0.143943317501,0.133025937317,0.114859469248,0.114859469248,0.10_to_lt_0.20,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,3,no_vehicle_share,14,68507,14,68163,0,344,0.0549558042991,0.0711343638599,-0.0161785595608,0.0111478117258,0.0353378797272,-0.0241900680014,0.0775131527821,0.097758353578,0.0882184350023,-0.18339204907,0.18339204907,0.10_to_lt_0.20,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,4,pct_black_nh,11,68510,11,68316,0,194,0.18518308222,0.195904067094,-0.0107209848741,0.104886769964,0.0778210116732,0.0270657582911,0.248562190768,0.254181999524,0.251387799586,-0.0426471964502,0.0426471964502,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,4,pct_hispanic,11,68510,11,68316,0,194,0.293694009936,0.442433252017,-0.148739242081,0.293302540416,0.381892048752,-0.0885895083365,0.11832030859,0.297443454735,0.226354041481,-0.657108842008,0.657108842008,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,4,renter_share,11,68510,11,68166,0,344,0.359738214763,0.357538300713,0.00219991405045,0.195028680688,0.296675191816,-0.101646511128,0.369224687968,0.280056323791,0.327687667376,0.00671344780251,0.00671344780251,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,4,log_median_income,11,68510,11,63352,0,5158,11.2818068358,11.2275641638,0.0542426720452,11.3727779483,11.230615603,0.142162345284,0.688677504184,0.526325022027,0.612900780543,0.0885015548473,0.0885015548473,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,4,pct_age_65plus,11,68510,11,68316,0,194,0.184034475444,0.191259010666,-0.00722453522227,0.147613762486,0.156573922531,-0.00896016004524,0.126160831191,0.143941899212,0.135343684144,-0.0533791825453,0.0533791825453,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,4,no_vehicle_share,11,68510,11,68166,0,344,0.0652902691246,0.0711319841575,-0.00584171503295,0.0222956234517,0.0353378797272,-0.0130422562755,0.0841893504946,0.0977569915297,0.0912257532981,-0.064035810303,0.064035810303,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,5,pct_black_nh,10,68511,10,68317,0,194,0.123123161405,0.195912994275,-0.0727898328702,0.0670665570856,0.0778210116732,-0.0107544545875,0.163425081786,0.254189518738,0.213682087215,-0.340645459893,0.340645459893,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,5,pct_hispanic,10,68511,10,68317,0,194,0.286691762831,0.442432099788,-0.155740336957,0.28316625356,0.381892048752,-0.0987257951925,0.0920869945981,0.297442864359,0.220172968518,-0.707354485909,0.707354485909,ge_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,5,renter_share,10,68511,10,68167,0,344,0.389033371273,0.357534035428,0.0314993358443,0.187228889532,0.296675191816,-0.109446302284,0.400302842987,0.280051944272,0.345450038062,0.0911834777065,0.0911834777065,lt_0.10,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
approach_vs_retain,retain,5,log_median_income,10,68511,10,63353,0,5158,11.4774146037,11.2275341441,0.249880459529,11.728867145,11.230615603,0.498251541967,0.640768744736,0.526327699332,0.586346924318,0.426164867872,0.426164867872,0.20_to_lt_0.50,each eligible block has weight 1; block-group value repeats across its blocks,descriptive only; no pseudo-replication p-values computed,data/processed/analysis/block_group_analysis_dataset_approach.csv,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,(block-weighted mean differing - block-weighted mean invariant) / sqrt((SD_differing^2 + SD_invariant^2) / 2)
