transition,term,covariate,arm,estimate,sign,p.value,significant_p_lt_0_05,n_boot,n_boot_fail,sign_consistent_across_arms,significance_preserved_across_arms,any_sign_flip,any_significance_classification_difference,approach_estimate,approach_sign,approach_p_value,approach_significant,intersect_estimate,intersect_sign,intersect_p_value,intersect_significant,retain_estimate,retain_sign,retain_p_value,retain_significant,arm_vs_approach_sign_flip,arm_vs_approach_significance_change,approach_significance_lost_in_this_arm,approach_significance_gained_in_this_arm,arm_minus_approach_estimate,source_workbook
Fragile -> Inundated,z_renter_share,renter_share,approach,0.0340466100667462,positive,1.61873872878594e-20,True,49,0,True,True,False,False,0.0340466100667462,positive,1.61873872878594e-20,True,0.034441767795202,positive,5.45395938394567e-21,True,0.0340266285395732,positive,1.96089166588203e-20,True,False,reference_approach,False,False,0,outputs/tables/ame_bootstrap_results_approach.xlsx
Fragile -> Inundated,z_renter_share,renter_share,retain,0.0340266285395732,positive,1.96089166588203e-20,True,49,0,True,True,False,False,0.0340466100667462,positive,1.61873872878594e-20,True,0.034441767795202,positive,5.45395938394567e-21,True,0.0340266285395732,positive,1.96089166588203e-20,True,False,preserved_significant,False,False,-1.9981527172995e-05,outputs/tables/ame_bootstrap_results_retain.xlsx
Fragile -> Worse,z_log_median_income,log_median_income,intersect,0.0131611237005886,positive,0.114048473365897,False,49,0,True,False,False,True,0.0161507573011293,positive,0.00431136489943116,True,0.0131611237005886,positive,0.114048473365897,False,0.0162900965612309,positive,0.00402455657731445,True,False,lost_in_intersect_vs_approach,True,False,-0.0029896336005407,outputs/tables/ame_bootstrap_results_intersect.xlsx
Fragile -> Worse,z_log_median_income,log_median_income,approach,0.0161507573011293,positive,0.00431136489943116,True,49,0,True,False,False,True,0.0161507573011293,positive,0.00431136489943116,True,0.0131611237005886,positive,0.114048473365897,False,0.0162900965612309,positive,0.00402455657731445,True,False,reference_approach,False,False,0,outputs/tables/ame_bootstrap_results_approach.xlsx
Fragile -> Worse,z_log_median_income,log_median_income,retain,0.0162900965612309,positive,0.00402455657731445,True,49,0,True,False,False,True,0.0161507573011293,positive,0.00431136489943116,True,0.0131611237005886,positive,0.114048473365897,False,0.0162900965612309,positive,0.00402455657731445,True,False,preserved_significant,False,False,0.000139339260101599,outputs/tables/ame_bootstrap_results_retain.xlsx
Fragile -> Worse,z_no_vehicle_share,no_vehicle_share,intersect,-0.00568828182180666,negative,0.260722361276982,False,49,0,True,True,False,False,-0.00212544779163588,negative,0.673104167451147,False,-0.00568828182180666,negative,0.260722361276982,False,-0.00201655448013728,negative,0.68902783805377,False,False,preserved_not_significant,False,False,-0.00356283403017078,outputs/tables/ame_bootstrap_results_intersect.xlsx
Fragile -> Worse,z_no_vehicle_share,no_vehicle_share,approach,-0.00212544779163588,negative,0.673104167451147,False,49,0,True,True,False,False,-0.00212544779163588,negative,0.673104167451147,False,-0.00568828182180666,negative,0.260722361276982,False,-0.00201655448013728,negative,0.68902783805377,False,False,reference_approach,False,False,0,outputs/tables/ame_bootstrap_results_approach.xlsx
Fragile -> Worse,z_no_vehicle_share,no_vehicle_share,retain,-0.00201655448013728,negative,0.68902783805377,False,49,0,True,True,False,False,-0.00212544779163588,negative,0.673104167451147,False,-0.00568828182180666,negative,0.260722361276982,False,-0.00201655448013728,negative,0.68902783805377,False,False,preserved_not_significant,False,False,0.0001088933114986,outputs/tables/ame_bootstrap_results_retain.xlsx
Fragile -> Worse,z_pct_age_65plus,pct_age_65plus,intersect,0.0291876837094225,positive,1.69974182503619e-05,True,49,0,True,True,False,False,0.0221833428986292,positive,0.000132420784234566,True,0.0291876837094225,positive,1.69974182503619e-05,True,0.0220292719653812,positive,0.000156741037564111,True,False,preserved_significant,False,False,0.0070043408107933,outputs/tables/ame_bootstrap_results_intersect.xlsx
Fragile -> Worse,z_pct_age_65plus,pct_age_65plus,approach,0.0221833428986292,positive,0.000132420784234566,True,49,0,True,True,False,False,0.0221833428986292,positive,0.000132420784234566,True,0.0291876837094225,positive,1.69974182503619e-05,True,0.0220292719653812,positive,0.000156741037564111,True,False,reference_approach,False,False,0,outputs/tables/ame_bootstrap_results_approach.xlsx
Fragile -> Worse,z_pct_age_65plus,pct_age_65plus,retain,0.0220292719653812,positive,0.000156741037564111,True,49,0,True,True,False,False,0.0221833428986292,positive,0.000132420784234566,True,0.0291876837094225,positive,1.69974182503619e-05,True,0.0220292719653812,positive,0.000156741037564111,True,False,preserved_significant,False,False,-0.000154070933247999,outputs/tables/ame_bootstrap_results_retain.xlsx
Fragile -> Worse,z_pct_black_nh,pct_black_nh,intersect,-0.0590506596433476,negative,3.70151982107481e-22,True,49,0,True,True,False,False,-0.0585962123638953,negative,6.5651579808417e-16,True,-0.0590506596433476,negative,3.70151982107481e-22,True,-0.059066507580658,negative,8.8652287746359e-16,True,False,preserved_significant,False,False,-0.000454447279452305,outputs/tables/ame_bootstrap_results_intersect.xlsx
Fragile -> Worse,z_pct_black_nh,pct_black_nh,approach,-0.0585962123638953,negative,6.5651579808417e-16,True,49,0,True,True,False,False,-0.0585962123638953,negative,6.5651579808417e-16,True,-0.0590506596433476,negative,3.70151982107481e-22,True,-0.059066507580658,negative,8.8652287746359e-16,True,False,reference_approach,False,False,0,outputs/tables/ame_bootstrap_results_approach.xlsx
Fragile -> Worse,z_pct_black_nh,pct_black_nh,retain,-0.059066507580658,negative,8.8652287746359e-16,True,49,0,True,True,False,False,-0.0585962123638953,negative,6.5651579808417e-16,True,-0.0590506596433476,negative,3.70151982107481e-22,True,-0.059066507580658,negative,8.8652287746359e-16,True,False,preserved_significant,False,False,-0.000470295216762701,outputs/tables/ame_bootstrap_results_retain.xlsx
Fragile -> Worse,z_pct_hispanic,pct_hispanic,intersect,-0.0711540674489179,negative,3.88428810537893e-19,True,49,0,True,True,False,False,-0.0728927684731198,negative,8.48066282180469e-19,True,-0.0711540674489179,negative,3.88428810537893e-19,True,-0.0737771942642836,negative,1.48028071163594e-18,True,False,preserved_significant,False,False,0.0017387010242019,outputs/tables/ame_bootstrap_results_intersect.xlsx
Fragile -> Worse,z_pct_hispanic,pct_hispanic,approach,-0.0728927684731198,negative,8.48066282180469e-19,True,49,0,True,True,False,False,-0.0728927684731198,negative,8.48066282180469e-19,True,-0.0711540674489179,negative,3.88428810537893e-19,True,-0.0737771942642836,negative,1.48028071163594e-18,True,False,reference_approach,False,False,0,outputs/tables/ame_bootstrap_results_approach.xlsx
Fragile -> Worse,z_pct_hispanic,pct_hispanic,retain,-0.0737771942642836,negative,1.48028071163594e-18,True,49,0,True,True,False,False,-0.0728927684731198,negative,8.48066282180469e-19,True,-0.0711540674489179,negative,3.88428810537893e-19,True,-0.0737771942642836,negative,1.48028071163594e-18,True,False,preserved_significant,False,False,-0.000884425791163795,outputs/tables/ame_bootstrap_results_retain.xlsx
Fragile -> Worse,z_renter_share,renter_share,intersect,0.0556057166613084,positive,1.02039809612325e-21,True,49,0,True,True,False,False,0.0509752066652773,positive,7.25318416634008e-30,True,0.0556057166613084,positive,1.02039809612325e-21,True,0.0509023591794333,positive,5.63935666345214e-30,True,False,preserved_significant,False,False,0.0046305099960311,outputs/tables/ame_bootstrap_results_intersect.xlsx
Fragile -> Worse,z_renter_share,renter_share,approach,0.0509752066652773,positive,7.25318416634008e-30,True,49,0,True,True,False,False,0.0509752066652773,positive,7.25318416634008e-30,True,0.0556057166613084,positive,1.02039809612325e-21,True,0.0509023591794333,positive,5.63935666345214e-30,True,False,reference_approach,False,False,0,outputs/tables/ame_bootstrap_results_approach.xlsx
Fragile -> Worse,z_renter_share,renter_share,retain,0.0509023591794333,positive,5.63935666345214e-30,True,49,0,True,True,False,False,0.0509752066652773,positive,7.25318416634008e-30,True,0.0556057166613084,positive,1.02039809612325e-21,True,0.0509023591794333,positive,5.63935666345214e-30,True,False,preserved_significant,False,False,-7.28474858439979e-05,outputs/tables/ame_bootstrap_results_retain.xlsx
